,news,type
875,"Cult band Kasabian surge forward
""British music needs a kick up the arse and Britain needs a new band to breathe life into the British people again,"" declared Kasabian's singer Tom Meighan.The four-piece Leicester band blends dark electronics with rock, earning Kasabian places on the best British group, rock act and live act shortlists. 
 Indie dance band Kasabian built up a cult following throughout 2004 to secure three Brit Award nominations.",entertainment
876,"Britney attacks 'false tabloids'
 
 Pop star Britney Spears has attacked ""false"" and ""desperate"" US tabloid magazines, questioning their honesty after they reported she was pregnant.In February, Spears clashed with Us Weekly for publishing pictures of her honeymoon in Fiji without permission.In a letter on her website, the singer named celebrity tabloids Us Weekly, In Touch and Star as the worst offenders.",entertainment
877,"Baghdad Blogger on big screen
The festival was also due to screen murdered Dutch film-maker Theo Van Gogh's film about the treatment of woman under Islam, but it was withdrawn due to safety fears.The festival will also see the screening of Underexposure, one of Iraq's first features to emerge since the toppling of Saddam Hussein.Rasheed said the title was refers to the isolation felt by Iraqis under Saddam's regime and the difficult time the country is now experiencing.",entertainment
878,"French honour for director Parker
 
 British film director Sir Alan Parker has been made an officer in the Order of Arts and Letters, one of France's highest cultural honours.He also cited the director's 2003 film The Life of David Gale, in which Kevin Spacey played a man on Death Row, as proof of his ""veritable artistic commitment against the death sentence"".
A founding member of the Director's Guild of Great Britain, he is a former chairman of the UK Film Council and on the board of the British Film Institute.",entertainment
879,"'My memories of Marley...'
""We saw Black America taking Bob into their hearts for the first time."" 
 To mark the 60th anniversary of the birth of reggae star Bob Marley, Rob Partridge - Marley's former head of press at Island Records - remembers the man behind the legend.""I'm sure if he were alive today he would believe Africa would firstly become politically free and secondly be able to defeat the Aids epidemic.""",entertainment
880,"Famed music director Viotti dies
Viotti, director of La Fenice since 2002, conducted at renowned opera houses worldwide including Milan's La Scala and the Vienna State Opera.Viotti's debut at the New York's Metropolitan Opera came in 2000 with Giacomo Puccini's Madame Butterfly, followed by La Boheme, La Traviata and Fromental Halevy's La Juive.At La Fenice Viotti was widely acclaimed for his production of the French composer Massenet's Thais and some of his other productions included Giuseppe Verdi's La Traviata and Richard Strauss's Ariadne auf Naxos.",entertainment
881,"Musicians to tackle US red tape
Nigel McCune from the Musicians' Union said British musicians are ""disadvantaged"" compared to their US counterparts.The Musicians' Union stance is being endorsed by the Music Managers' Forum (MMF), who say British artists face ""an uphill struggle"" to succeed in the US, thanks to the tough visa requirements, which are also seen as impractical. 
 Musicians' groups are to tackle US visa regulations which are blamed for hindering British acts' chances of succeeding across the Atlantic.",entertainment
882,"Indie film nominations announced
Joining Vera Drake and Dead Man's Shoes in the running for best film are My Summer of Love, climbing documentary Touching the Void and zombie comedy Shaun of the Dead.The Australian star faces competition from Daniel Craig (Enduring Love), Phil Davis (Vera Drake), Ian Hart (Blind Fight) and Dead Man's Shoes' star Paddy Considine.Shane Meadows and Kevin McDonald, both former winners of the Douglas Hickox Award (for Best Directorial Debut) won best director nominations.",entertainment
883,"Queen recruit singer for new tour
Rodgers was singer with early 1970s rockers Free, who had a global hit with All Right Now, before forming Bad Company, a successful ""supergroup"" with members of King Crimson and Mott the Hoople. 
 The remaining members of rock band Queen are to go on tour next year with former Free and Bad Company singer Paul Rodgers taking Freddie Mercury's place.""The show went so incredibly well from our point of view, and we got so many rave reactions from out there, we decided almost then and there that we would look at a tour together,"" May wrote.",entertainment
884,"X Factor show gets second series
""There's much more to come this series as we build towards the final next month and it's great to have secured this terrific format for our viewers for another series,"" she said.
The Pop Idol-style show votes off a group or contestant every week - the two that receive the lowest public vote have to perform a second time before the judges make a final decision.Last Saturday's show was beaten in the ratings by the BBC's Strictly Come Dancing.",entertainment
885,"Eastwood's Baby scoops top Oscars
And Jamie Foxx, who had two nominations this year, paid tribute to the ""beautiful legacy"" of soul legend Ray Charles, who died last year, and thanked director Taylor Hackford.Blanchett also paid tribute to the film's director Martin Scorsese, telling him: ""I hope my son will marry your daughter."" 
 Clint Eastwood's Million Dollar Baby beat Martin Scorsese's The Aviator to the top awards at the Oscars on Sunday.",entertainment
886,"Bafta to hand out movie honours
""It's the first time I've come to the Baftas because it's the first time I've been nominated...I've appreciated British cinema for a long time and to be recognised like this is a special honour.""British actor Owen is hoping to repeat his Golden Globe success with a best supporting actor award for his role in Closer.Gere, who is presenting the best film award, said: ""It's a big party, I had no idea it was going to be this big.",entertainment
887,"Rapper 50 Cent ends protege feud
unicode error",entertainment
888,"Foxx and Swank take actors awards
 
 Jamie Foxx and Hilary Swank have won the Screen Actors Guild Awards for best male and female film actors, boosting their Oscars hopes this month.""Thank you for Ray Charles for just living so complex and so interesting, and making us all just come together,"" said Foxx, accepting his award in Los Angeles on Saturday.Veteran actor Morgan Freeman took the best supporting actor award for playing a prize-fighter turned gym manager in Million Dollar Baby.",entertainment
889,"Rap boss arrested over drug find
Mr Knight, 39, was jailed in October 1996 following his involvement in a fight with a rival gang just hours before rapper Tupac Shakur was killed in a Las Vegas drive-by shooting.Mr Knight, founder of Death Row Records, served a 10-month jail term in 2004 for punching a man while on parole for an assault conviction.Police said Mr Knight was stopped on Saturday after performing an illegal U-turn and a search of his car allegedly found marijuana.",entertainment
890,"Snicket tops US box office chart
unicode error",entertainment
891,"Horror film heads US box office
Boogeyman, which cost just $7m (£3.5m) to make, performed well even though it was not screened to critics before release - normally a sign that a film will get bad reviews or perform poorly at the box office.""I certainly believe it's a genre where people are going to be more moved by the marketing materials for the movie than by what the critics say,"" said Rory Bruer, head of distribution for Sony Pictures, which released the film in the US.Overall the weekend box office was strong despite the fact that it was American football's Super Bowl weekend - a time when cinema admissions generally fall.",entertainment
892,"UK's National Gallery in the pink
Five million visitors made the London gallery - which houses treasures like Raphael's Madonna of the Pinks - the UK's most visited museum in 2004.Mr Saumarez Smith added that the pedestrianisation of Trafalgar Square, where the gallery is located, and strong temporary collections throughout 2004 had led to the strong performance.Alva director Robin Broke said: ""Visits from Western Europe were up by 10% and from North America by some 9% compared to 2003, while numbers from the rest of the world rose 20%.",entertainment
893,"Spector facing more legal action
Ms Clarkson's legal action, filed in Los Angeles Superior Court, also accuses Mr Spector of negligence and battery, alleging he ""grabbed, hit, fought with and restrained"" Lana Clarkson before shooting her to death.""However, Ms Clarkson and her family understand that the fair administration of justice takes time and in light of the numerous changes Mr Spector has made in his legal defence team over the last two years, Ms Clarkson was forced to file the action before (the statute of limitations expired) on 3 February 2005.""Mr Cutler said: ""Phil did not cause the death of this woman, he's not criminally responsible and he's not civilly responsible either.",entertainment
894,"Portishead back after eight years
""So for us it just seems, even though we haven't played for years, we still see each other and write - we just haven't released a record for a long time.""Portishead will play alongside fellow Bristol band Massive Attack at Oxfam's Tsumani appeal, held at the Bristol Academy on 19 February.We took some time off for Christmas, but generally we're doing another record,"" Barrow told the digital radio station.",entertainment
895,"Da Vinci Code is 'lousy history'
Writing his Christmas message in the Northern Echo, the Bishop said: ""Conspiracy theories are always fun - fun to invent, fun to read, fun to fantasise about.""Historical research shows that they present a coherent and thoroughly credible picture of Jesus, with all sorts of incidental details that fit the time when he lived, and don't fit the world of later legend.""The Bishop of Durham, the Rt Rev Dr Tom Wright, described the novel as a ""great thriller"" but ""lousy history"".",entertainment
896,"Brown names 16 March for Budget
""In the Budgets that were given immediately before the last six elections, taxes were cut by the incumbent chancellor and, in many cases, taxes were increased soon after the election result,"" said Aidan O'Carroll, E&Y's UK head of tax.
Next month's Budget will be Mr Brown's eighth since Labour came to power in 1997.As Mr Brown announced the Budget date in a short ministerial statement, accountancy firm Ernst & Young urged him to put politics aside and focus on the long-term requirements of the economy.",politics
897,"Hunt ban support is 'in decline'
But the programme makers suggest the British public are becoming ""increasingly neutral"" to the issue because around one quarter said they ""neither support nor oppose"" a ban.
Less than half the UK wants a ban compared to almost two-thirds in 1999, the Mori survey of 2,000 adults for BBC One's Countryfile programme suggests.The Mail on Sunday survey found that 63% supported a hunting ban compared with 24% against.",politics
898,"Tories plan migrant health checks
""In fact, it would be more likely to drive people with health conditions to falsify tests while others gain entry by simple dint of their EU status,"" she said.
The proposals include:
 
 - People coming to the UK from outside the EU for between six and 12 months from a ""high incidence TB country"" will have to undergo a chest X-ray.The proposals, which would be brought in if the Conservatives won the General Election, would not apply to people coming to the UK for less than six months unless they intended to work in health or childcare or teaching.",politics
899,"Protect whistleblowers, TUC says
Mr Barber, who said the ""problem is far worse than official statistics show"", called for a legal system that ""protects safety whistleblowers"".The TUC has called on the government to appoint ""roving"" safety reps and to increase spending on health and safety work inspections.""Workers should not be placed in the situation where they are forced to choose between risking their job or risking their personal health and safety.""",politics
900,"Tsunami debt deal to be announced
G8 ministers are also believed to have agreed to instruct the World Bank and the International Monetary Fund to complete a country by country analysis of the reconstruction problems faced by all states hit by the disaster.The expected deal comes as Foreign Secretary Jack Straw said the number of Britons dead or missing in the disaster have reached 440.
 
 Chancellor Gordon Brown has said he hopes to announce a deal to suspend debt interest repayments by tsunami-hit nations later on Friday.",politics
901,"Royal couple watch nation's mood
The Archbishop of Canterbury said: ""I am pleased that Prince Charles and Mrs Camilla Parker Bowles have decided to take this important step.""On Thursday night, Prince Charles, 56, and Mrs Parker Bowles, 57, hosted a dinner at Windsor Castle, their first public appearance since announcing their engagement.Mrs Parker Bowles has joined the prince at numerous engagements in recent years - mostly at evening events for The Prince's Trust.",politics
902,"Butler launches attack on Blair
Liberal Democrat deputy leader Menzies Campbell said he thought Lord Butler's comments were ""well justified"" and Mr Blair's style of leadership was ""corrosive of the whole system of government"".Lord Butler's report earlier this year into Iraq intelligence said the government's September 2002 weapons dossier did not make clear intelligence about claims that Saddam Hussein had stockpiles of chemical and biological weapons was ""very thin"".Lord Butler said the government had too much freedom to ""bring in bad Bills"" and ""to do whatever it likes"" and it relied too much on the advice of political appointees.",politics
903,"Drive to 'save' festive holidays
Usdaw general secretary John Hannett added: ""Christmas Day and New Year's Day are special days for everyone in Scotland and the fact that shops do not open is an important part of making them special.""We want people to tell Karen, through her consultation, whether they want the special nature of these days to remain, or whether they want them to become like any other trading day, with shops open for business as usual.""""The early evidence shows quite clearly that the vast majority of people believe that shop workers should be given these two special days to spend with friends and family.""",politics
904,"Howard pitches for UK ethnic vote
 
 Michael Howard is to make a pitch for Britain's ethnic vote urging people who feel ""taken for granted"" by Tony Blair to vote Conservative.""People from ethnic communities, for example, still earn less than their white counterparts,"" he will say before arguing the answer to helping everyone to get on was ""free enterprise, free trade, free speech"".Lib Dem president Simon Hughes branded Mr Howard ""arrogant and wrong"" for claiming the Tories were the ""natural party"" for Britain's ethnic minorities.",politics
905,"Tories urge 'change at the top'
unicode error",politics
906,"Blair backs 'pre-election budget'
Mr Blair praised his chancellor for his role in creating economic stability, which he said was the ""cornerstone"" of Labour's programme.In a speech at Edinburgh's Napier University, he said Labour would publish over the next few months ""a rich agenda for future policy in any possible third term"".Vincent Cable, for the Liberal Democrats, called on Mr Brown to open up the government's books to the National Audit Office, to see if he had met his ""golden rule"".",politics
907,"Ban on hunting comes into force
We will keep these hounds going, we will keep this community going and in the end we will come back and hunt when hunting is legal again,"" hunt master, Captain Ian Farquhar, said.He said police would challenge the ""one of two isolated hunts"" which are threatening to break the law.As well as being able to mount a hunt for an artificial scent, it will still be legal for the hunts to ""flush out"" foxes, as long as they shoot their quarry rather than set the hounds on them.",politics
908,"Clarke to unveil immigration plan
Mr Blair told BBC Radio 4's Westminster Hour: ""We should cut the number or increase it depending on the country's needs... ""The public are worried about this, they are worried rightly, because there are abuses of the immigration and asylum system.""Conservative shadow home secretary David Davis said the government had failed to remove 250,000 failed asylum seekers from the UK and limits on economic migrants had been a ""shambles"".Home Secretary Charles Clarke wants to introduce a points system for economic migrants and increase deportations of failed asylum seekers.",politics
909,"Lib Dems' new election PR chief
""I also know the party will be put under scrutiny in the media and from the other parties as never before - and we will need to show ourselves ready and prepared to counter the mischief and misrepresentation that all too often comes from the party's opponents.Mr Walkington said he wanted the party to be ready for any ""mischief"" rivals or the media tried to throw at it. 
 The Lib Dems have appointed a senior figure from BT to be the party's new communications chief for their next general election effort.",politics
910,"Howard taunts Blair over splits
Mr Blair said he would not respond to ""tittle tattle in books"" and promised to hail Labour's record on the economy, waiting lists and law and order ""from now until polling day"".Mr Peston's book claimed that Mr Brown told Mr Blair: ""There is nothing you could ever say to me now that I could ever believe.""Later at their poster launch Tory co-chairman Liam Fox said his party would exploit opportunities to show how ""juvenile"" the prime minister and chancellor were.",politics
911,"Brown outlines third term vision
BBC political editor Andrew Marr said that Mr Brown's article was ""a warning shot"" to Mr Blair not to try and cut him out of the manifesto writing process.Mr Blair argued that under New Labour the country had changed for the better and that was ""in part"" because of Mr Brown's management of the economy.Mr Blair said he was taking ""nothing for granted"" ahead of the vote - warning that the Tory strategy was to win power via the back door by hinting they were aiming to cut Labour's majority instead of hoping for an outright win.
",politics
912,"Defiant hunts put ban to the test
Suffolk Chief Constable Alastair McWhirter, the Association of Chief Police Officers' spokesman on rural policing, told the BBC the law would be enforced, although the police would not break up hunts.He said he would consult the director of public prosecutions and the police ""in the near future"" to decide what measures to take on hunting prosecutions.
 
 Thousands of hunt supporters have been out on the first day of hunting in England and Wales after the ban on hunting with dogs came into force.",politics
913,"Pakistani women 'must not hide'
Gen Musharraf told the BBC: ""Some people think that the women should be confined to their houses and put veils on and all that and they should not move out - absolutely wrong.""Speaking in London on Monday, Gen Musharraf said al-Qaeda was ""on the run"" in Pakistan.But standing next to Mr Blair he added that it was crucial to tackle the ""core of what creates terrorists, what creates an extremist, militant environment which then leads on to terrorism"".",politics
914,"Labour chooses Manchester
""It amazes me that the Labour Party, which is a working class party, doesn't want to come to the main working class resort in the country.""The following year Bournemouth hosted the event before the party signed a two year deal for Brighton to host the autumn conference. 
 The Labour Party will hold its 2006 autumn conference in Manchester and not Blackpool, it has been confirmed.",politics
915,"Guantanamo man 'suing government'
Mr Mubanga said the ""MI6 agent"" told him the passport had been found in a cave in Afghanistan along with documents listing Jewish groups in New York and suggested he had been on an al-Qaeda reconnaissance mission.Mr Mubanga said the man, and an American female defence official, tried to recruit him as an agent, but he refused and within three weeks was told he would be sent to Guantanamo Bay.Mr Mubanga, who has dual British and Zambian nationality, was one of four Britons who were released from the US camp in January.",politics
916,"MP attacked by muggers in Kenya
Mr Davies, 60, said the mugging occurred 100 yards from the Nairobi Serena Hotel and equally close to the Anglican Cathedral in the centre of the city at dusk.""Two of them held me from behind and two others held my legs and another one expertly rifled all my pockets.""He had to spend an extra 24 hours in Nairobi before rejoining the rest of the House of Commons International Development Committee in Dafur after the mugging.",politics
917,"Guantanamo four questioned
Mr Begg's father, Azmat, said he had been told he could see his son for 20 minutes and would say he was ""a hero"".But Metropolitan Police Commissioner Sir John Stevens said evidence obtained by MI5 while the four were in Cuba was ""absolutely"" inadmissible in UK courts.Louise Christian said that after being ""tortured and abused"" at Guantanamo Bay, the men's arrest was unfair and inappropriate.",politics
918,"CSA 'could close', says minister
And responding to calls for the agency to be scrapped, Mr Johnson told BBC Radio 4's Today programme: ""I certainly wouldn't rule out the nuclear option of moving to a completely new system.The MPs launched their inquiry into the CSA's performance after it became clear that, despite the introduction of a simpler system of calculating maintenance payments for new cases in 2003, a backlog of claims was building up. 
 Ministers would not rule out scrapping the Child Support Agency if it failed to improve, Work and Pensions Secretary Alan Johnson has warned.",politics
919,"Lib Dems 'to target stamp duty'
""First time buyers are being squeezed out of the housing market not only by higher house prices but also by being swept into the stamp duty net,"" he said.""By pledging to increase the threshold to £150,000, the Liberal Democrats will make it possible for many first time buyers to buy a property without facing this tax.""Vince Cable, the party's Treasury spokesman, said raising the threshold to £150,000 would prevent over 400,000 home-buyers from paying the tax.",politics
920,"Straw praises Kashmir moves
A second bus service linking the Pakistani city of Lahore with Amritsar in India was also announced as well as a rail link between Rajasthan state and Pakistan's Sindh province. 
 The UK has welcomed the decision by India and Pakistan to open a bus link across the ceasefire line dividing the disputed region of Kashmir.In a statement, Mr Straw said the bus service between Srinagar and Muzaffarabad ""will be able to reunite families that have been divided for decades"".",politics
921,"Chancellor rallies Labour voters
""For all his trumpeting of Labour's management of the economy, Gordon Brown's record is very mixed,"" he said.""This will be the central dividing line at the election, between a Conservative Party taking Britain back and planning deep cuts of £35bn in our services, and a Labour government taking Britain forward, which on a platform of stability will reform and renew our hospitals, schools and public services and, I am proud to say, spend by 2008 £60bn more.""Laying into the Conservative's record in government he said: ""I give you this promise - with Labour, Britain will never return to the mistakes of ERM and 10% inflation, 15% interest rates, £3bn in lost reserves, 250,000 repossessed, one million in negative equity and three million unemployed.",politics
922,"EU referendum question unveiled
Jack Straw, who argues the constitution reflected a ""British vision for Europe"" and gives ""national governments a stronger grip"", has said the referendum could be held in spring 2006. 
 The question to be asked in the referendum on the EU Constitution has been unveiled by the government.But he accused the government of trying to confuse the issue by putting the EU referendum question in the same bill as the ratification of the constitution, when they should be treated as ""two separate issues"".",politics
923,"Straw backs ending China embargo
He said Mr Straw was ""naive beyond belief"" if he accepted China's claim it does not want the ban lifted in order to buy weapons.The French want the embargo lifted because they want to sell arms to China; the Chinese want it lifted because they want to buy arms and battlefield technology from Europe.""But Mr Straw insisted the EU's code of conduct on arms exports meant tough criteria on human rights still had to be met if the embargo was lifted.
",politics
924,"Cherie accused of attacking Bush
She said the decision by the US Supreme Court to give legal protection to two Britons held at Guantanamo Bay was a significant victory for human rights and the international rule of law.She also described the US legal code as an outdated grandfather clock and welcomed a decision to throw out a law backed by Mr Bush relating to sodomy in Texas.The prime minister's wife is said to have praised the Supreme Court for overruling the White House on the legal rights of Guantanamo Bay detainees.",politics
925,"Prime minister's questions
He didn't say so, but the Tories believe the prime minister is playing the fear card on this one so he can look tough in the run up to the general election And they believe Tony Blair is using the issue to suggest the Tories are soft on terrorism.The prime minister claims this is the clearest indication that it is the Tories who are playing politics with the issue by attempting to score cheap political points in parliament.Later Birmingham's Sion Simon even went so far as to suggest the Tories were such a shower that we should have the general election now.",politics
926,"Brown to outline presidency goals
Mr Blair, who has described Africa as a ""scar"" on the world's conscience, has already said tackling world poverty would be one his G8 priorities along with climate change and the Aids epidemic.Mr Brown also wants other G8 nations to match his target for overseas aid - spending 0.7% of national income.He told BBC Radio 4's Today programme: ""We need more resources allied to progress on trade and progress on debt relief if we are going to make an impact on the problems of ill health, of illiteracy, of poverty, particularly in Africa but right through the developing countries.""",politics
927,"Wales 'must learn health lessons'
Meanwhile Ms Hutt said she hoped ""that the people of Wales would benefit from my investment of the past five years and eight months"" Asked about waiting lists, she said that waiting times and lists were ""only 10% of the health agenda"" and that the Welsh Assembly Government had ""turned the corner"" on the issue.
Mr Morgan said he had only told Ms Hutt of the reshuffle on Monday morning, and said the NHS in Wales was Dr Gibbons' ""baby"" now.One of the biggest problems which had faced Ms Hutt during her five-and-a-half years as the assembly's first health minister was the length of waiting lists in Wales.",politics
928,"Parties warned over 'grey vote'
He highlighted the party's promises to raise the basic state pension, provide free long-term care for the elderly and replace council tax, seen as a particular problem for pensioners on fixed incomes.A survey for the charity suggests 69% of over-55s say they always vote in a general election compared with just 17% of 18 to 24 year olds.Labour has said it wants to use savings reforms to Incapacity Benefit to improve the basic state pension and has set up a review of the council tax system.
",politics
929,"Labour's election love-in
If press reports are to be believed, Alan Milburn and Gordon Brown have been at each other's throats over the contents of Labour's next election manifesto.But the pair were all smiles on Tuesday morning, as they joined John Prescott to unveil Labour's latest poster campaign.And, more specifically, to demonstrate the ""central role"" Mr Brown will play in the election campaign, despite being sidelined as campaign chief in favour of Mr Milburn.",politics
930,"Row over 'police' power for CSOs
unicode error",politics
931,"David Blunkett in quotes
""I accepted by necessity we have to have prevention under a new category which is to intervene before the act is committed, rather than do so by due process after the act is committed when it's too late,"" he said in reference to new anti-terrorism measures.""It would be dangerous territory if I wasn't practising what I preach which is to always accept responsibility, always accept the consequences of your actions.I fell in love with someone and they wouldn't go public and things started to go very badly wrong in the summer, and then the News of the World picked up the story.",politics
932,"Profile: David Miliband
Prior to the last election he was a key figure in New Labour as the head of the Downing Street policy unit where he was a key member of the manifesto writing team.Seen as one of the more intellectual figures in the government, he was also working for Tony Blair in his policy unit when he was leader of the opposition.Prior to working for Mr Blair, David Miliband spent time at the left-leaning Institute for Public Policy Research.",politics
933,"Brown and Blair face new rift claims
The fact that he used an article in the Guardian newspaper to set out what he believed ""should"" be in the manifesto, has embarked on a mini tour of Britain to set out his aid plans and will next week visit Africa on the same mission - often seen as the prime minister's ""turf"" - has only added to the impression of rival camps operating entirely independently of each other.Although in the next breath he declared: ""I get increasingly alarmed by what I read in the newspapers"" before catching himself on and quickly adding: ""In so far as I read them of course.""Then, as if to pour fuel on the flames, both men separately spoke about working on tsunami or wider aid and development policy with their cabinet colleagues Foreign Secretary Jack Straw, Aid minister Hilary Benn and Deputy Prime Minister John Prescott - without mentioning the other.",politics
934,"EU fraud clampdown urged
unicode error",politics
935,"Mayor will not retract Nazi jibe
Labour's Mr Livingstone, who says he is ""standing by"" his remarks, had accused an Evening Standard journalist of being like a ""concentration camp guard"".""I think it is important that the IOC (International Olympic Committee) members realise that when we get the games...they have a mayor who is not going to panic, change course or get in a great flap but will deliver the games on time and to budget,"" he said.The mayor then says: ""Ah right, well you might be, but actually you are just like a concentration camp guard, you are just doing it because you are paid to, aren't you?""",politics
936,"Whitehall cuts 'ahead of target'
Mark Serwotka, the leader of the Public and Commercial Services Union said: ""In last year's budget we had the day of the long knifes as the chancellor kicked off the crude game of who could cut the most civil service jobs between the government and the Tories.""There was a time when the only worry thousands of hard working civil and public servants had on budget day was whether petrol or taxes would go up, nowadays the worry is whether they will have a job by the end of it.""Mr Brown also announced plans to merge 35 agencies into nine - described by one civil service union as a ""bonfire of the quangos"".",politics
937,"MPs' murder sentence concern
Amanda's uncle, Lewis Champion, told the BBC News website Ford did not deserve any credit for his plea, saying: ""Nothing at all is worth taking five years off a murder sentence.""MPs criticised Home Secretary David Blunkett last year for introducing last-minute rules allowing reduced sentences for murderers who pleaded guilty.He said: ""We want to see sentencers advised that in the case of murder, reduction in sentence for a guilty plea should not normally be granted in addition to reductions for other mitigating circumstances.""",politics
938,"Concerns at school diploma plan
The government's response to the plan for a four-tier diploma to replace all existing 14-19 qualifications is expected next week. 
 Final appeals are being made for the government not to ditch the reform plan for England's secondary schools put forward by the Tomlinson report.Another dissenter is Sir Mike Tomlinson's predecessor as chief schools inspector, Professor Chris Woodhead, who has said there is no need for such a ""massive upheaval"".",politics
939,"'Debate needed' on donations cap
unicode error",politics
940,"Analysis: No pain, no gain?
unicode error",politics
941,"Research fears over Kelly's views
Concerns have also been raised by ""pro-choice"" organisations that Ms Kelly's views might affect sex education policy in schools.Medical Research Council Professor Nancy Rothwell said Ms Kelly's views mattered as she was responsible for training future scientists. 
 Scientists have expressed concerns that new education secretary Ruth Kelly's religious views could hamper vital scientific research.",politics
942,"Blair and Brown criticised by MPs
Labour's Paul Flynn said Mr Blair and Mr Brown had a ""scorching"" from MPs adding: ""It was a Parliamentary Labour Party meeting like no other.""Mr Blair told the Parliamentary Labour Party on Monday: ""I know from everyone here, in Cabinet and government, nothing is going to get in the way of a unified Labour Party with a unified position and winning the third term people desperately need.""Relations between Mr Brown and Mr Milburn are widely reported to be cool ever since Mr Blair brought the latter back into the Cabinet to run Labour's election campaign, a role successfully carried out by Mr Brown in both 1997 and 2001.",politics
943,"Labour trio 'had vote-rig factory'
 
 Three Labour councillors in Birmingham were caught operating a ""vote-rigging factory"", an Election Court has heard.Deputy High Court Judge Richard Mawrey, QC told the hearing at the Birmingham and Midlands Institute the case could have potentially serious consequences for any forthcoming General Election.Interrupting Mr Sukul in his opening, Mr Mawrey said: ""What you are saying is, these men were operating a vote-forging factory on an industrial estate.""",politics
944,"Blair rejects Iraq advice calls
In a book published this week, Philippe Sands QC, a member of Cherie Blair's Matrix Chambers, says Lord Goldsmith warned Tony Blair on 7 March 2003 that the Iraq war could be illegal without a second UN resolution sanctioning military action.But a short statement about Lord Goldsmith's position was presented in a written parliamentary answer on 17 March 2003 - just before a crucial Commons vote on the military action.Mr Blair said the statement was a ""fair summary"" of Lord Goldsmith's opinion.",politics
945,"Blair to face trust issue head on
In answer to a question from 22-year-old Liverpool student David Dunne about concerns over the prime minister's personal integrity, Mr Blair said talking was the only answer.""You've just got to confront it and say to people let's have a discussion on the things that worry you, the things that make you say 'I can't trust you' or 'I am against you on this.'""During a question and answer session with first-time voters on Five News, Mr Blair said he had no option but to ""confront it"" by talking to people.",politics
946,"Crisis 'ahead in social sciences'
In its report on the council's work the committee said: ""We are deeply concerned by the skills shortages afflicting, in particular, the qualitative branches of social sciences.A national ""strategic capabilities fund"" to address shortages in key areas should be set up in response, the committee added.
There was an ""absolute crisis"" in the recruitment of statisticians and other social science experts, the Commons science and technology committee added.",politics
947,"'No UK apology' for colonial past
On top of the relief deal with Tanzania Mr Brown said the UK would make similar offers to 70 poorer nations around the world.Mr Brown, on a week-long tour of Africa, spent two days in Tanzania before heading on Friday evening to Mozambique, a country where more than half of the 17-million population lives below the poverty line.Mr Brown has signed a debt relief deal with Tanzania which could cost the UK £1 billion.",politics
948,"Kilroy-Silk quits 'shameful' UKIP
UKIP won 12 seats and 16.1% of the vote at the European elections on the back of its call for the UK to leave the European Union In his speech, Mr Kilroy-Silk says the result offered UKIP an ""amazing opportunity"" but the party's leadership had done nothing and ""gone AWOL"".""He has remarkable ability to influence people but, sadly, after the (European) election it became clear that he was more interested in the Robert Kilroy-Silk Party than the UK Independence Party so it was nice knowing him, now 'goodbye',"" Mr Knapman told BBC Radio 4's Today programme.UKIP leader Roger Knapman said he would ""break open the champagne"", adding: ""It was nice knowing him, now 'goodbye'.""",politics
949,"Clarke to press on with ID cards
Earlier Mr Kennedy, whose party opposes the ID cards plan as ""deeply flawed"" said with Christmas coming up the new home secretary had time to think again.""Wouldn't this be a good opportunity for a new home secretary, a new broom, to sweep clean in this respect and why do we need this legislation in the first place?"" 
 New Home Secretary Charles Clarke has vowed to plough on with plans for ID cards despite a call for him to ""pause for thought"" from Charles Kennedy.",politics
950,"Retirement age could be scrapped
Mr Johnson told Age Concern's Age Agenda in London the government was ""seriously considering"" introducing pensions based on residency rather than national insurance contributions.Speaking at the London conference he said: ""Generalised stereotypes of people past state pension age as dependant, incapable and vulnerable are a particularly pernicious form of age discrimination"".""And the review in 2011, which will look at whether it is time to sweep retirement ages away entirely, is to be tied to evidence ... showing that retirement ages are increasingly outmoded"".",politics
951,"Kennedy criticises 'unfair' taxes
Mr Kennedy added his party's priorities of free long-term care for the elderly, abolishing top-up fees and replacing the council tax would be funded by charging 50% income tax to those earning more than £100,000 per annum.Speaking in the Commons after Mr Brown had delivered what is widely thought to be the last Budget before the general election, Mr Kennedy acknowledged that the UK was one of the most successful economies in the world.On pensions, Mr Kennedy said it was a ""scandal"" that the system discriminated against women who had missed making National Insurance payments when they were having children.",politics
952,"Kilroy-Silk attacked with slurry
The slurry attack took place on Friday as Mr Kilroy-Silk and Ms Kelly, a Cabinet Office minister and Bolton West MP, arrived at Manchester High School for Girls for the recording of BBC Radio 4's Any Questions.Greater Manchester Police said people near Mr Kilroy-Silk had also been hit by the waste.Mr Kilroy-Silk said the man, who later disappeared, claimed he was ""doing it in the name of Islam"".",politics
953,"Former NI minister Scott dies
As a Northern Ireland minister he dealt with education and later security where he rode out the mass IRA escape from the Maze in 1983. 
 Former Northern Ireland minister Sir Nicholas Scott has died at a London hospice, his family has announced.After his sacking, he bitterly said that despite the support of Cabinet ministers and Tory backbenchers, the Eurosceptics in his constituency were ""absolutely determined to get rid of me"".",politics
