,news,type
1054,"The minister said: ""Better joint working will help prisons play a much stronger role in ending reoffending behaviour and in particular help address the revolving door of reoffending that sees offenders entering prison for short periods during which little is done to address the behaviour that brought them there.The Scottish Executive will not now merge the Scottish Prison Service with local authority social work criminal justice departments.Ministers thought merging the prison service with the council-controlled criminal justice social work departments, which provide community sentences, might have provided an answer.",politics
1055,"While accepting that people ""have to be prepared"" for a possible terrorist attack, Mr Solana said he had ""qualms"" about the home secretary's new plans.The home secretary says intercepts would not make much difference because cases against terror suspects frequently rely on other kinds of surveillance.Mr Solana told ITV1's Jonathan Dimbleby programme: ""[Phone-tap evidence in court] works, it is normal that it is done, it would be naive not to do it.",politics
1056,"Conservative co-chairman Liam Fox said Mr Campbell's return and Labour poster plans attacking Mr Howard - recently withdrawn from the party's website - were a sign of ""abusive politics"".Mr Mandelson, a former Labour communications director, told BBC Radio 4's Today programme: ""I understand why the Tories will be gunning for Alastair Campbell because they fear his campaigning skills.Mandelson warning to BBC
 
 The BBC should steer away from ""demonising"" ex-Downing Street media chief Alastair Campbell, Peter Mandelson has said.",politics
1057,"Liberal Democrat home affairs spokesman Mark Oaten said: ""Whilst it is good that Labour has rejected the Tory idea of quotas on asylum, the jury is still out on the Home Office's ability to deliver a fair and efficient asylum system.""Clarke plans migrant point scheme
 
 Anyone planning to move to the UK will have to pass a test to prove they can contribute to the country, Home Secretary Charles Clarke has said.The home secretary, whose five-year blueprint for immigration and asylum is expected to be published on Monday, also rejected claims that the immigration debate encouraged bigotry.",politics
1058,"Mr Straw told activists in Blackburn on Thursday that voters would have to decide at the next election which party ""best deserves"" their ""future trust"".She said she did not feel her own colleagues could be trusted, but suggested the ""three-cornered relationship"" between the press, politicians and the public had a hand in the issue.Some 87% said politicians did not keep the promises they made before elections, while 92% said they never gave ""a straight answer"".",politics
1059,"UKIP could sue Veritas defectors
 
 The UK Independence Party could take legal action to unseat two London Assembly members who defected to Robert Kilroy Silk's Veritas Party.She said: ""The party has taken legal advice and it is clear that we could take legal proceedings against you which could result in the return of our seats and/or damages against you.But the claim was denied by UKIP spokesman, who said: ""Mr Hockney's accusations are like his sense of political morals - empty.""",politics
1060,"Not only would his government stick to Labour spending plans on core public services, including health and education, it would increase spending on defence, police and pensions.Neither Mr Howard nor Mr Letwin would say exactly how they would use that cash, although a cut in the basic rate seems unlikely.Of that, £23 billion would go on spending plans, with £8 billion to fill the black hole left, they claim, by Gordon Brown, and the rest going in tax cuts.",politics
1061,"Job cuts 'false economy'  - TUC
 
 Plans to shed 71,000 civil service jobs will prove to be a ""false economy"" that could hamper public sector reforms, according to a TUC report.Last month it was announced that a total of 37 social security offices and Jobcentres across the UK would close in the first wave of plans to shed civil service jobs.Next Friday's strike action by the PCS is the biggest in the civil service since 1993, hitting Jobcentres, benefit agencies, pensions offices, customs and driving tests.",politics
1062,"'Best person' for top legal job
 
 The ""best person for the job"" should be appointed lord chancellor, and not necessarily a lawyer or MP, the courts minister has told MPs.""The lord chancellor...no more needs to be a lawyer than the Secretary of Health needs to be a doctor,"" said courts minister Christopher Leslie.In December the Lords rejected a plea by current Lord Chancellor Lord Falconer that the holder of the job should not necessarily be a lawyer or a peer.",politics
1063,"Mr MacDonell said that the first minister should know by now that if he said things which were ""off the mark"", they were bound to ""come back and bite him"".Jack Law, chief executive of Alcohol Focus Scotland, said Jack McConnell's comment was ""ill-advised"".But the Scottish Executive has insisted Mr McConnell was speaking about adults and his comments were ""a recognition that people will get drunk"".",politics
1064,"Tsunami 'won't divert Africa aid'
 
 UK aid to help the victims of the Asian tsunami disaster will not take much needed relief from Africa, Prime Minister Tony Blair has promised.Mr Blair told the BBC's Breakfast with Frost show the money spent on the tsunami would not ""invade"" the money Britain wanted to spend on Africa.Mr Blair told Sunday's programme: ""Since Jack Straw gave those figures a couple of days ago they haven't moved a great deal, which should give us some hope that we are beginning to reach the peak of the numbers.",politics
1065,"Asked about Sir Ian's comments, the prime minister's official spokesman said: ""We believe the threat is real.""Sir Ian Blair said terror groups would remember the effect of the Madrid bomb on Spain's general election last year.Sir Ian told a meeting of the Metropolitan Police Authority it would be ""unwise"" to speculate about whether there was specific information about risks of a pre-election attack.",politics
1066,"The aim of his package will be to keep any disillusioned core Labour voters in the fold, while ensuring the middle England voters who gave Tony Blair two election victories don't desert him at the third poll.The Liberal Democrats will also promise to run a sound economy, but based on increased taxes to fund spending and, amongst other things, abolishing the council tax in favour of a local income tax.But Mr Brown will stun Westminster and break just about every historical precedent if he fails to do something designed to put a smile on voters' faces and make them more inclined to back Labour in the election.",politics
1067,unicode error,politics
1068,"Some government departments had doubled the number of documents being shredded ahead of the Freedom of Information Act's implementation on 1 January.The Freedom of Information Act will for the first time give members of the public access to government records previously kept secret for 30 years.He said he ""totally condemned"" the deletion of e-mails to prevent their disclosure under freedom of information laws coming into force on 1 January.",politics
1069,unicode error,politics
1070,"Avoiding political correctness is second nature to the former home secretary, who spurns a metropolitan elite and ""airy fairy libertarians"" and earlier in the year coined the phrase ""liberati"", as an amalgam of ""glitterati"" and ""liberal"".Mr Blunkett's own comments on immigration had prompted censure - he told refugees from Afghanistan and Kosovo to ""get back home"" to start rebuilding their countries.Mr Blunkett told the Daily Telegraph in 2001 that he continued to wear his wedding ring, in spite of being a divorcee, as ""a useful way of ensuring that people don't casually think I am available"".",politics
1071,"Certainly the press conference hosted by election co-ordinator Alan Milburn, in the rather compact new conference room - still smelling of new carpet and with the garish New Labour coffee mugs as yet unstained - had all the hallmarks of an election event.And they ridiculed the claims made on Monday by Michael Howard that he could save £35 billion of Labour waste and inefficiency to spend on public services while also offering £4 billion of tax cuts.Both parties have now completed their moves to new headquarters, with Labour creating its election hub just three doors away from the Tories' new headquarters in Victoria Street, just down the road from the Commons.",politics
1072,"- Withdrawing from the 1951 United Nations Convention on refugees, which obliges countries to accept people being persecuted on the basis of need, not numbers 
  - Introduce laws to allow the immediate removal of asylum seekers whose claims were clearly unfounded because they came from safe countries or had destroyed documents 
  - Detain asylum seekers without documents so people whose identity was not known were not able to move freely around the UK - a worry for ""national security"" 
  - Stop considering asylum applications inside the UK and instead take people from United Nations refugee agency camps.Howard unveils Tory asylum plans
 
 Tory plans to cut immigration to the UK are not racist and will make the asylum system fairer for genuine refugees, Michael Howard has said.In a speech in London on Monday, Mr Howard said: ""It's not racist, as some people to claim, to talk about controlling immigration far from it.""",politics
1073,"Tony Blair has said he does not want higher tax rates for top earners but on Wednesday said other tax promises would be left to Labour's manifesto.Prime minister's questions also saw Mr Blair predict that new plans would probably cut net immigration.Mr Blair said abuses would be weeded out and chain migration, where families automatically get the right to settle with immigrant workers, would end.",politics
1074,"Bid to cut court witness stress
 
 New targets to reduce the stress to victims and witnesses giving evidence in courts in England and Wales have been announced by the lord chancellor.The person in charge of the court system should not also be speaker of the House of Lords, he said, and should be the best person chosen from either House of Parliament.""Courts, judges, magistrates, prosecutors, police and victim support - all working together to ensure the rights of victims are put first, without compromising the rights of the defendant.""",politics
1075,"A Labour source told the Sunday Times Mr Campbell would ""effectively front"" the election media campaign but said he would be given no formal title.Campbell returns to election team
 
 Ex-Downing Street media chief Alastair Campbell will return to the fold to strengthen Labour's general election campaign, the party has confirmed.""Of course Alastair's going to be part of the election campaign and I think that all of us who will also be part of the election campaign are very pleased about that,"" Ms Jowell told Sky News.",politics
1076,"""Limiting the number of regional casinos to eight in the first phase is a cautious move that will allow us to test the impact of a new kind of casino on the levels of problem gambling,"" he said.Jowell confirms casino climbdown
 
 Tessa Jowell has announced plans to limit the number of new casinos in the UK to 24, in a move branded a ""humiliating retreat"" by the Tories.""Instead of the initial intention of the gambling bill, to liberalise the rules governing gambling, the bill now imposes a more restrictive regime than exists at present.""",politics
1077,"They were the British Potato Council, the Milk Development Council, the Energy Savings Trust, Agricultural Wages Committees, the Wine Standards Board, the Westminster Foundation for Democracy, the Football Licensing Authority, Investors in People UK and the Economic and Social Research Council.Lib Dem spokesman Ed Davey meanwhile said instead of the ""bonfire of quangos"" New Labour had promised, there had been an ""explosion"" of them.UK's 'useless' quangos under fire
 
 The UK has 529 quangos financed with billions of pounds of taxpayers' cash - many of which are useless or duplicate each other's efforts, a report claims.",politics
1078,"Hatfield executives go on trial
 
 Engineering firm Balfour Beatty and five railway managers are to go on trial for manslaughter over the Hatfield rail crash in 2000.Those who died in the accident were Steve Arthur, 46, from Pease Pottage, West Sussex; Peter Monkhouse, 50, of Headingley, Leeds; Leslie Gray, 43, of Tuxford, Nottingham; and Robert James Alcorn, 37, of Auckland, New Zealand.
Balfour Beatty managers Anthony Walker and Nicholas Jeffries, and Railtrack managers Alistair Cook, Sean Fugill and Keith Lea all face individual charges.",politics
1079,"The dressing down appears to have done the trick, with Mr Brown joining his alleged rival Alan Milburn - who the prime minister put in charge of election planning in Mr Brown's stead - and Deputy Prime Minister John Prescott at an election poster launch.As Paul Flynn said: ""What has deeply upset the party is in this time of all times, when we wanted to come together, we wanted to lead on the global issues, to change politics for the next decade, the whole thing was wrecked by a piece of childishness by the two main people in the party, two people we greatly respect.""The views expressed by both backbenchers and Labour peers over the claimed squabbling between the two men starkly demonstrated the widely-held view within the Labour party that the two most powerful figures in the government are jeopardising the next election.",politics
1080,"If Mr Blair did not want to take part, the broadcasters could go ahead with an empty chair or cancel the event and explain their reasons why, Lord Holme said.Lord Holme argued that as part of their public service obligations, broadcasters ""should make the decision to go ahead"" as soon as the election is called.""What makes the present situation even less acceptable is that although Mr Howard and Mr Kennedy have said they would welcome a debate, no-one has heard directly from the prime minister,"" he said.",politics
1081,"UKIP's leader, Roger Knapman, has said he is glad to see the back of Mr Kilroy-Silk.""He has remarkable ability to influence people but, sadly, after the [European] election it became clear that he was more interested in the Robert Kilroy-Silk Party than the UK Independence Party so it was nice knowing him, now 'goodbye',"" he said.Mr Kilroy-Silk was joined in the new venture by one of UKIP's two London Assembly members, Damien Hockney, who is now Veritas' deputy leader.",politics
1082,"""If the MPC (the Bank of England's Monetary Policy Committee) were to judge that a rate rise was justified before the election because of the strength of the economy - and I'm not predicting that they will - I do not believe that this will be a big election issue in Britain for Labour,"" he told a Parliamentary lunch.""I think that Gordon Brown wants to be part of the successful Labour government which delivers in the third term for the priorities of the people and sees off a Conservative Party that will take Britain backwards,"" Mr Balls told Today.During an interview with BBC Radio 4's Today programme, Mr Balls said he was sure Mr Brown's Budget would not put at risk the stability of the economy.",politics
1083,"The rise in costs stems from a series of mistakes in the research used by the ""care development group"" of Scottish Executive experts who prepared the original costings, according to findings published in the Quarterly Economic Commentary of Strathclyde University's Fraser of Allander Institute.Ministers deny care sums 'wrong'
 
 Ministers have insisted they are committed to free personal care for the elderly despite research suggesting the cost of the policy was under-estimated.""We need to know that the money is there, not just for this year or next year, but into the future so that older people, and those who are looking forward to older age, can rest assured that their personal care needs will be met.""",politics
1084,"Security papers 'found in street'
 
 An inquiry is under way after files containing security details about the Pakistani president's visit to London were found by a member of the public.The files are believed to contain detailed security arrangements for Gen Pervez Musharraf's visit this week, including police codes.A spokesman said President Musharraf's safety had not been compromised, as the papers had been handed in promptly.",politics
1085,"BBC political editor Andrew Marr said that Mr Brown's article was ""a warning shot"" to Mr Blair not to try and cut him out of the manifesto writing process.Mr Blair argued that under New Labour the country had changed for the better and that was ""in part"" because of Mr Brown's management of the economy.Mr Blair said he was taking ""nothing for granted"" ahead of the vote - warning that the Tory strategy was to win power via the back door by hinting they were aiming to cut Labour's majority instead of hoping for an outright win.
",politics
1086,"Blair hails Turkey-EU talks deal
 
 Tony Blair has hailed a deal bringing Turkey a step closer to EU membership as important for the world's future ""peace and prosperity"".Mr Blair said having Turkey in the EU was of ""importance to the future peace and prosperity of my country, Britain, and the wider world"".Leaving a Brussels summit Mr Blair said ""the fact Turkey is a Muslim country does not mean it should be barred"".",politics
1087,"Blair says mayor should apologise
 
 Tony Blair has urged London mayor Ken Livingstone to apologise for his ""Nazi"" comment to a Jewish reporter.Mr Livingstone has said the remarks may have been offensive but were not racist, and said he would not apologise even if the prime minister asked.We had what Ken Livingstone said, we had what Alastair Campbell has said and we have what others have said.",politics
1088,"Where the chancellor mostly avoided direct electioneering, Mr Howard felt no such constraint with attacks like comparing Mr Brown's forecasts to the prime minister's forecasts on Iraq's weapons of mass destruction.Brown comes out shooting
 
 Labour may have abolished hunting - but that didn't stop Chancellor Gordon Brown using his Budget to fire both barrels at some of the opposition parties' core election foxes.So if you are a couple with children, a pensioner, a patient or a youngster, there was something pulled from Mr Brown's red box in an attempt to persuade you to stick with or switch to a New Labour government.",politics
1089,"Mr Blair's official spokesman said: ""The prime minister has regular meetings with both of them and particularly in advance of European Councils.Leaders meet over Turkish EU bid
 
 Tony Blair has met Italian Prime Minister Silvio Berlusconi and German Chancellor Gerhard Schroeder to talk about Turkey entering the EU.But Mr Blair and the Labour government have been the staunchest backers of Turkish accession, provided it sticks with human rights and economic reform.",politics
1090,"But I also believe we have a duty to offer hope to the millions of people who suffer devastating illnesses like Parkinson's, Multiple Sclerosis, Motor Neurone Disease, Alzheimer's and - as we saw in the papers today - now possibly heart problems.""Howard backs stem cell research
 
 Michael Howard has backed stem cell research, saying it is important people are not frightened of the future.But the Tory leader argued there was a moral case for embracing science which could help victims of Alzheimer's, Parkinson's and Motor Neurone disease.",politics
1091,"The prime minister is said to believe the United States' refusal to sign the Kyoto Protocol on emissions is undermining other countries' resolve to cut carbon dioxide production.Climate change was an issue the prime minister ""wanted to progress"" during the UK's presidency of the G8 and EU in 2005, said a spokesman.Blair 'pressing US on climate'
 
 Tony Blair is pressing the US to cut greenhouse gases despite its unwillingness to sign the Kyoto Protocol, Downing Street has indicated.",politics
1092,"He told BBC Radio Scotland's Good Morning Scotland programme: ""The reason people are opting for Scottish universities is that they are perceived as being of very high quality, they offer very attractive courses and Scotland is seen as a very attractive place to study.""They know that when they take up their studies in 2006 they will be hit by top-up fees if they are going to a university in England and that may be part of the reason why the numbers coming to Scotland are so inflated.In June last year, Mr Wallace announced proposals to increase tuition fees for English students studying in Scotland by £2,000 in an attempt to prevent a cross-border flood, although no figure has yet been agreed.",politics
1093,"""I think we need to look very carefully at the relationship between the Lords and the Commons,"" Lord Falconer told BBC1's Breakfast With Frost.Boothroyd calls for Lords speaker
 
 Betty Boothroyd has said the House of Lords needs its own Speaker and that peers should lead the way on reforming the upper chamber.Baroness Boothroyd, who was the first woman to be Commons Speaker, said she believed Tony Blair initiated reforms without a clear outcome in mind.",politics
1094,"Straw to attend Auschwitz service
 
 Foreign Secretary Jack Straw will visit Auschwitz for the 60th anniversary of the former Nazi concentration camp's liberation, it has been announced.Shadow Foreign Secretary Michael Ancram said: ""I am glad the foreign secretary has finally been shamed into representing Britain at this important act of commemoration.Prince Harry should see for himself ""the results of the hated symbol he so foolishly and brazenly chose to wear"", Rabbi Marvin Hier, founder of Jewish human rights group the Simon Wiesenthal Center said.
",politics
1095,"The Lib Dems say their ""mutual homes"" would let people buy a share of a property, usually worth about 5% of the building costs.Lib Dems target first-time buyers
 
 The Liberal Democrats have unveiled plans to build 100,000 new ""affordable"" homes on publicly owned land.Mr Kennedy said: ""Mutual homes will offer people the opportunity to build up an equity stake in a home gradually, investing only as much as they can afford.""",politics
1096,"UK rebate 'unjustified' - Chirac
 
 French president Jacques Chirac has called the UK's £3bn rebate from the European Union ""unjustified"".Shadow Europe minister Mr Brady said: ""I believe it is essential that Britain keeps the rebate and I think it's a crucial test of how firmly the British government is prepared to stand up for Britain internationally in Europe.But a UK Government official responded: ""Even with the rebate, the UK pays two and a half times more than France contributes to the EU budget.",politics
1097,unicode error,politics
1098,"Prime Minister Tony Blair's official spokesman said: ""There are British nationals in Ivory Coast and as you can imagine we are making the usual contingency plans in case the situation deteriorates further, but that's all I can say at this stage.""UK troops on Ivory Coast standby
 
 Downing Street has confirmed British troops are on standby in case they need to help evacuate several hundred UK citizens from Ivory Coast.France has played a lead role in international peacekeeping in Ivory Coast - a former colony - after President Laurent Gbagbo broke an 18-month ceasefire with rebels bombing their positions and killing the nine French soldiers.",politics
1099,"Ms Hewitt told the seminar: ""Clearly, one of the things we need to do in the future is to extend the period of payment for maternity leave beyond the first six months into the second six months.Ms Hewitt also announced a new drive to help women who want to work in male dominated sectors, saying sexism at work was still preventing women reaching their full potential.Hewitt decries 'career sexism'
 
 Plans to extend paid maternity leave beyond six months should be prominent in Labour's election manifesto, the Trade and Industry Secretary has said.",politics
1100,"Trade Secretary Patricia Hewitt said the new arrangements, revealed in a Commons written statement, would raise up to £680m for Britain's nuclear clean-up programme, under the new Nuclear Decommissioning Agency.In a statement, the Department of Trade and Industry said the new policy meant there would be a ""sixfold reduction in the number of waste shipments to overseas countries"".'Nuclear dumpsite' plan attacked
 
 Plans to allow foreign nuclear waste to be permanently stored in the UK have been branded ""deeply irresponsible"" by the Liberal Democrats.",politics
1101,"""This meeting is not anti-party in particular, it's anti-policy, it's on the issues we are going to ask Muslims to vote on,"" MAB spokesman Dr Azzam Tamimi said of Tuesday's event.But Professor Curtice said the Muslim anti-war vote could be split between the Liberal Democrats and Respect, meaning neither would benefit much at the ballot box.""For the most part the Labour constituencies where there's a large Muslim community are relatively safe, but there are one or two that are not quite so safe,"" Professor Curtice said.",politics
1102,unicode error,politics
1103,"Mr Kennedy will say that a ""balanced approach"" to tackling terrorism would mean ""tough measures to make Britain safe - but not at the expense of people's fundamental legal rights like has happened at Belmarsh"".Mr Kennedy will also highlight the anger among people of ""all races"" over the Iraq war and call for a ""balanced approach"" to tackling terrorism.Kennedy to make temple address
 
 Charles Kennedy is set to address 2,000 people at a Hindu temple as part of an appeal to ethnic minority voters.",politics
1104,"Education minister Ivan Lewis said: ""We will continue to use creative ways of involving people with the lowest skill levels and the report shows that our efforts are gathering pace.""'More to do' on adult literacy
 
 The government will only hit its target for improving adult maths and literacy skills if courses are made more attractive, a report says.Sir John said ""substantial progress"" had been made since, adding that this was ""only the beginning"".",politics
1105,"The Lord Chancellor, Lord Falconer, agreed the 1701 Act of Settlement, which governs the succession, was discriminatory but added that ""for all practical purposes its effects are limited"".But opponents of the bill, including Tory Lord Campbell of Alloway and the Bishop of Winchester, the Rt Rev Michael Scott-Joynt, said it would separate the state from both the Church of England and the Christian faith.He did not rule out change in the future but said if Lord Dubs' private member's bill was passed by peers, he would urge MPs to oppose it in the Commons.",politics
1106,unicode error,politics
1107,"Michael Raftery, project manager at the Hansard Society, said: ""The Y Vote Mock Elections for schools mirror the excitement and buzz of a real election, raising awareness of citizenship, and the benefits of active democracy.""""By experiencing the election process first hand - from running a campaign to the declaration of the final result - we hope that young people will develop the enthusiasm to take part in the future.""Schools to take part in mock poll
 
 Record numbers of schools across the UK are to take part in a mock general election backed by the government.",politics
1108,"Milburn defends poster campaign
 
 Labour's election chief Alan Milburn has defended his party's campaign posters amid Tory claims the ads were nothing short of ""sly anti-Semitism"".Mr Milburn said he appreciated people's concerns, but insisted that ""what they were was anti-Tory"" and ""not in any way, shape or form anti-Semitic"".The posters were labelled a ""big misjudgement"" by the Conservatives who said Labour's ""first shot in the election has badly backfired"".",politics
1109,"UK helps raped Rwandan women
 
 Britain is to give a £4m grant to help women survivors of the Rwandan genocide who were raped and often deliberately infected with HIV/Aids.It was overshadowed by Rwanda's emergence from the 100 days of slaughter, during which time the mass killings took place, and the women's fate was largely a taboo subject.Mary Kayitesi Blewitt, founder of the Survivors Fund (SURF), one of the organisations through which the funds are being channelled, said it was a recognition, before it was too late, that the survivors should be a priority for help.
",politics
1110,"Mr Oaten said people would be mystified why Sir Alan's inquiry failed to uncover why processing of the visa application was speeded up.Sir Alan Budd's inquiry linked the ex-home secretary to the speeding up of a visa claim by his ex-lover's nanny.The Tories criticised the Lib Dem stance, saying Mr Oaten had initially said he accepted Mr Blunkett's word unless further evidence emerged.",politics
1111,"He said the Liberals could keep out Labour in three ways: lend ad hoc support to his minority government, help draw up the government's programme, or have up to three Cabinet members in a coalition with the Conservatives.""The PM said he was bound to tell Mr Thorpe that his colleagues had told him that they would not agree to serve under any other prime minister.Hours later Sir Edward's hopes of a deal unravelled as Mr Thorpe's colleagues refused to support him.",politics
1112,"Mr Blair, who has described Africa as a ""scar"" on the world's conscience, has already said tackling world poverty would be one his G8 priorities along with climate change and the Aids epidemic.The report said: ""For rich countries, providing aid to help to end global poverty is an obligation and a matter of justice, not an act of charity.""Blair told to double overseas aid
 
 Tony Blair is being urged to use all his negotiating powers to end poor countries' debt and double aid.",politics
1113,"MP's shock at long lost daughter
 
 Labour MP Stephen Pound has told of his shock and his joy on learning he fathered a daughter when he was ""out of control"" during the ""wild"" 1960s.Mr Pound, who is now married with two other teenage children, said: ""I was a nutter and I was a sailor but I wasn't dead.""Lucy, 36, tracked down Mr Pound after her birth mother told her he was known as ""Precious"" at school.",politics
1114,"This would be wrong even if Lord Goldsmith had signed the statement, Mr Cook said, because the attorney general's advice should be an ""independent legal opinion"", not subject to ""political negotiation of this kind"".
""After that Downing Street proceeded to set out his [Lord Goldsmith's] view in a parliamentary answer which was then published on 17 March,"" said Mr Sands.Iraq advice claim sparks new row
 
 The Tories say ministers must respond in Parliament to claims that the legal advice used to justify the Iraq war was drawn up at Number 10.",politics
1115,"""I worry that many young people are being educated in faith-based schools, with little appreciation of their wider responsibilities and obligations to British society,"" said Mr Bell.Mr Bell said Muslim, Jewish and Evangelical Christian schools must be ""intolerant of intolerance"".""I would go further and say that an awareness of our common heritage as British citizens, equal under the law, should enable us to assert with confidence that we are intolerant of intolerance, illiberalism and attitudes and values that demean the place of certain sections of our community, be they women or people living in non-traditional relationships,"" said Mr Bell.
",politics
1116,"Tories leave door open for Archer
 
 The Conservative Party would deal ""sympathetically"" with any application by disgraced peer Lord Archer to rejoin its ranks, its co-chairman has said.Dr Liam Fox told BBC One's Breakfast with Frost programme there was no place for ""vindictiveness"" in politics.Tory peer Lord Tebbit said he agreed with Dr Fox's view, and said the case should be looked at on its merits.",politics
1117,unicode error,politics
1118,"Conservative backing for ID cards
 
 The Tories are to back controversial government plans to introduce ID cards.Sources within the Conservative Party told the BBC Michael Howard has always been in favour of ID cards, and tried to introduce them when he was Home Secretary.Lib Dem home affairs spokesman Mark Oaten said: ""This has all the signs of Michael Howard overruling colleagues' concerns over ID cards.",politics
1119,"It showed British business brought greater maturity to their ICT use, by using broadband in increased numbers, bringing ICT into their business plans and using new technologies such as voice activated programmes and desktop video conferences.The ""clear message"" the report sends is that effective use of ICT can bring real improvements in business performance for all business.Mr O'Brien said: ""The increase in the proportion of business connected by broadband shows that UK companies are embracing the opportunities that ICT can bring.",politics
1120,"""For a government that lectures everyone on choice - choice on public service, choice on this and choice on that - isn't it ironic that they're saying to public sector workers there is no choice,"" he said.Five public sector unions will hold private talks with Deputy Prime Minister John Prescott at Labour's spring conference in Gateshead.The Public and Commercial Services Union (PCS) will co-ordinate any industrial action with up to six other public sector unions.",politics
1121,"""I think this initiative from America to set up four countries claiming to co-ordinate sounds like yet another attempt to undermine the UN when it is the best system we have got and the one that needs building up,"" she said.Short attacks US over tsunami aid
 
 Former Cabinet minister Clare Short has criticised the US-led tsunami aid coalition, saying the UN should be leading efforts.""I don't know what that is about but it sounds very much, I am afraid, like the US trying to have a separate operation and not work with the rest of the world through the UN system,"" she added.
",politics
1122,"BNP leader Nick Griffin arrested
 
 The leader of the British National Party has been arrested as part of a police inquiry following the screening of a BBC documentary.Seven of the men had been held variously in connection with suspected racially aggravated public order offences, conspiracy to commit criminal damage and possession of a firearm.A BNP spokesperson said Mr Tyndall, from Brighton, was arrested following a speech he made in Burnley, Lancashire, and was released on police bail.
",politics
1123,"The Tories said they would not cut spending but agreed public spending would increase more slowly under their plans - leading to a total of £33.5bn less spending than that anticipated by Labour by 2011.For the Lib Dems, Vince Cable said the chancellor had failed to deal with the ""looming problems"" of revaluation of council tax bands which he argued would result in ""massive increases"" for some.Tory chairman Liam Fox accused Labour of ""at best misrepresentation at worst a downright lie"" and said the ""smear"" tactics were a sign of desperation.",politics
1124,"Mr Kennedy has been under fire in recent days for missing Monday's Commons vote on the government's controversial anti-terrorism laws, along with 16 other Lib Dem MPs.On Saturday, the Lib Dem chief executive said it was ""just a cock-up"" that Mr Kennedy and his colleagues missed the vote, which the government won by a majority of only 14.Lib Dems unveil election slogan
 
 The Liberal Democrats will present themselves as ""the real alternative"" in the forthcoming general election campaign, Charles Kennedy has said.",politics
1125,"Downing Street cited that comment when reporters' suggested Mr Brown had pointedly failed to deny claims he had once told Mr Blair: ""There is nothing you could ever say to me now that I could ever believe"".The prime minister and chancellor faced backbench discontent at Monday's meeting of the Parliamentary Labour Party over claims made in journalist Robert Peston's new book.Mr Blair told MPs and peers: ""I know from everyone here, in Cabinet and government, nothing is going to get in the way of a unified Labour Party with a unified position and winning the third term people desperately need.""",politics
1126,unicode error,politics
1127,"Mr Cook, who is giving evidence to the Power inquiry into voter turnout rates, told BBC Radio 4's Today Programme it was not fair to blame the public who were ""more interested in politics than ever before"".Kennedy predicts bigger turnout
 
 Voters' ""pent up passion"" could confound predictions of a low turnout in the coming general election, Charles Kennedy has said.Ex-foreign secretary Robin Cook said people were not apathetic but fed up of ""pager politics"" and not being heard.",politics
1128,"Mr Ancram argued: ""What the British Government is doing is giving in to French and German pressure, especially the French, who see vast contracts available to them if the embargo is lifted... ""It gives the wrong signals to China, who are simply not prepared to accept that what happened at Tiananmen Square was wrong.""Human rights groups say the code of conduct is not legally binding - but Mr Straw said it would be given legal force by the laws of many EU countries.Straw attacked on China arms
 
 Moves to lift the European Union's ban on arms exports to China have been condemned by human rights groups and the Conservatives.",politics
1129,unicode error,politics
1130,"Mr Crosby's statement said: ""The Conservative Party has been making an impact on the issues of lower tax and controlled immigration over the past week.""Tory expert denies defeat warning
 
 The Conservatives' campaign director has denied a report claiming he warned Michael Howard the party could not win the next general election.The Times on Monday said Australian Lynton Crosby told the party leader to focus on trying to increase the Tories' Commons presence by 25 to 30 seats.",politics
1131,"UK heading wrong way, says Howard
 
 Tony Blair has had the chance to tackle the problems facing Britain and has failed, Michael Howard has said.But Labour's campaign spokesman Fraser Kemp responded: ""Britain is working, don't let the Tories wreck it again"".Mr Blair's government was a ""bossy, interfering government that takes decisions that should be made by individuals,"" he added.",politics
1132,"But Mr Herron - who gained fame as one of Sunderland's ""metric martyrs"" and is running his own No campaign alongside the official North East Says No campaign - said he was not convinced by Mr Mallon's arguments.But Mr Herron said North East people did not want or need an assembly.Mallon wades into NE vote battle
 
 Middlesbrough mayor Ray Mallon has been drafted in to boost the Yes campaign as the North East assembly referendum enters its final week.",politics
1133,"Ashok Vishwanathan of Operation Black Vote, which aims to increase ethnic minorities' participation in the political process and their representation, said the result again showed all-women shortlists were not effective in getting minority women selected.Labour in constituency race row
 
 Labour's choice of a white candidate for one of the UK's most multi-racial seats proves the need for all-black short lists, says a race group.""I think all-black shortlists are the only way to cut to the chase and address the lack of minority candidates,"" Mr Vishwanathan said.",politics
1134,"The survey of a sample of 500 British 16 to 20-year-olds and 500 21 to 25-year olds ""showed Britain's young people are far from apathetic about issues that matter to most of their lives"".UK youth 'interested' in politics
 
 The majority of young people are interested in politics, holding ""strong opinions"" on policies and have a ""keen appetite"" for direct action.Electoral Commission boss Sam Younger said: ""We know that young people often feel disengaged from democratic life and we believe in working creatively to encourage their interest and participation.",politics
1135,"In revised proposals from the Sentencing Guidelines Council (SGC), the section on murder said possible reductions would have to be ""weighed carefully"" by a judge so they did not lead to ""an inappropriately short sentence"".At the time Lord Woolf, the Lord Chief Justice, had said the one third reduction would only be in extraordinary circumstances - for example, if people gave themselves up before their crime had even been detected.The guidelines were to recognise the need to spare victims and witnesses the trauma of going to court where possible, by allowing lighter sentences for guilty pleas and co-operation, he said.",politics
